,INSP_UNIT_MAKE,0,1,2,3,4,5,6,7,total_count
3193,THEU,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
2293,NEVL,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0
743,CROS,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
1861,LANM,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0
2436,PARKE,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
629,CMOR,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0
3638,WEAR,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0
3701,WILW,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
1316,GLFI,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0
1378,GWM,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0
2612,QSAP,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
2291,NEVI,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1937,LLTR,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0
3107,SVALL,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0
2492,PIKE,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0
98,AMEC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0
3403,TRUE,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
1754,KEMCO,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0
3744,WRIH,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0
3101,SUTR,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0
2804,ROLR,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0
1724,KART,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0
2057,MARP,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0
3743,WRIG,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0
2651,RAMPA,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0
3359,TRLC,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
1526,HYDE,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0
3067,SUNCO,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0
194,AZTE,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
3069,SUNCT,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
1472,HOLM,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0
3593,VULC,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0
1835,KWKT,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
2101,MCELR,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0
824,DEKC,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0
825,DEL,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0
91,AMC,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0
826,DELA,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0
3580,VOGA,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
2098,MCCY,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0
3084,SUPOR,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0
2498,PION,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0
1220,FRIEG,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
385,BROCK,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0
398,BRWD,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0
3223,TLMC,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
3076,SUNV,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0
3421,TTMC,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0
3079,SUPE,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0
3341,TRIL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0
2947,SOUE,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0
1713,KAMA,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0
2615,QUALI,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0
953,DVTRL,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0
744,CROSS,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
113,AMREP,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0
437,C & B,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0
1356,GRENO,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0
2985,STAO,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2162,MIL,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0
440,C & W,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0
1445,HIDE,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0
2800,ROLI,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0
881,DITCH,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
2692,REBL,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
1489,HOOPE,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
1735,KAUFMANN,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0
3641,WECO,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
591,CHUBB,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0
3018,STMC,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
2251,MTRL,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0
1109,FELD,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
2870,SCHW,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0
1929,LINC,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
609,CLAS,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0
1515,HUDS,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
1611,ISUZU,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0
1859,LANH,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
407,BUCK,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0
493,CARA,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0
2103,MCKA,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
3370,TRLO,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
2460,PEER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0
2714,RELC,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
3261,TOPHA,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
496,CARDI,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0
1319,GLOB,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
606,CLAM,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0
3442,TWMST,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0
955,DWNS,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
2955,SPCO,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0
1933,LINM,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
3536,VAN,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0
1124,FETL,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
450,C0BR,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0
2897,SHIB,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0
3168,TEREX,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0
551,CGMT,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0
2888,SGR,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0
550,CFBT,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0
549,CFAB,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0
3083,SUPM,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0
2402,PACE,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0
1222,FRIG,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0
1853,LAN,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1816,KRGO,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0
857,DIAD,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0
1820,KRUG,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0
2890,SHARP,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0
3588,VOV,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
3786,ZEMAN,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0
2089,MAXY,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
536,CBQT,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0
1221,FRIES,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0
1495,HORT,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0
2589,PTBL,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
1138,FLAT,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0
2675,RC,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0
1131,FINN,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0
1349,GRDP,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0
3510,UTHM,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
1346,GRAV,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
873,DINA,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1137,FLAM,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
872,DIMON,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
2154,MIDS,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0
2258,MULT,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0
1142,FLEE,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0
2366,OREG,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0
3251,TOMA,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0
1552,IMPE,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
2633,RAIC,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0
523,CASH,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
2076,MAXEY,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
3336,TRFR,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0
1953,LOAD TRAIL,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0
1988,LONGH,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0
785,CVWE,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0
1781,KIDRO,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0
3624,WANCO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
1704,KAFB,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
1584,INTERNATIO,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0
2730,RENKE,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2684,RDCL,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0
32,ACRO,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0
3445,TXAS,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0
2571,PRO T,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0
1207,FREIGHTLIN,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
3709,WISC,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0
3111,SWAR,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0
30,ACKN,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0
2218,MORB,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
2590,PTR,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
3036,STRL,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
3456,TXTT,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0
1458,HM,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0
699,COTRELL,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0
3387,TROP,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0
2330,NRSTR,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0
3552,VENT,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0
3463,U D,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
222,BARR,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
3228,TLTM,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0
3574,VNGM,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
1573,INNOV,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
3308,TRAL,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2016,MAC T,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0
932,DRGL,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
3449,TXMX,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
2052,MARA,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0
200,B&A,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0
354,BRAD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
991,ECNO,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0
651,COMC,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0
414,BULL,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
2036,MAGO,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
3485,UNITE,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0
1203,FREGH,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
940,DUNH,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3217,TK,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0
410,BUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
491,CAR M,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0
2233,MRG,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0
904,DOG,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
2114,MCT,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
2113,MCOA,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
622,CM,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
1787,KINF,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0
808,DAVD,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1721,KARI,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0
456,CALC,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0
45,AGSY,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1389,HAMP,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
796,DAF,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
3681,WHLE,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0
3174,TEX,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
3112,SWART,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0
1397,HARG,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0
750,CRWE,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0
3707,WINS,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0
2221,MORI,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0
645,COLE,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0
1057,EXTL,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2416,PALM,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
3172,TESC,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0
1967,LOBB,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
642,COAS,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
2593,PTRK,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0
1681,JLM,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
199,B WIS,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
205,BAD B,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1295,GEM S,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
3190,TFI,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
3184,TEXK,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
207,BADG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
1823,KSS,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
2916,SINO,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1837,KWMT,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
1299,GENE,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0
3194,THIB,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
1093,FARIA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
3163,TEMK,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
1525,HWMC,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
2973,SSTL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
1705,KAFF,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
1550,IMPA,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
3052,SUCC,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
3053,SUCR,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1545,IMAGO,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0
58,ALFAB,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
3751,WSTRN,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
2960,SPEM,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
1522,HURS,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
3038,STRM,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
2575,PROL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
1516,HUGH,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
1514,HUD,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
2576,PROLI,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
3074,SUNS,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
82,ALUC,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
3735,WORH,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
2495,PINH,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
3082,SUPL,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2520,PJTL,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1687,JOHN,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
1496,HORTO,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
1632,JACK,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
1652,JCBSN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2554,PREB,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
2544,POTT,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2993,STDP,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
1644,JARC,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
3781,YARB,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
1640,JAMI,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
1663,JENN,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
2991,STCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
3013,STHL,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
1685,JMH,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
3015,STKR,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
3021,STOLL,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
3773,XLSP,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
3772,XL SP,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
21,ABBO,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
1680,JLGIN,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0
1597,IPIP,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
24,ABU,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
2529,PNDR,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
1498,HOSTA,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
1494,HORSE,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
1334,GOLDE,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
154,ARMH,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1410,HAUT,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
135,APEX,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
138,APP,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
1393,HANSO,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1391,HANO,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3131,TAKA,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
149,ARIC,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
1788,KING,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
2596,PTTS,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1372,GTD,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
1417,HDBR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
3141,TAND,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
160,ARNT,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
1797,KNC,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
1358,GRIF,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
3693,WILL,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
2605,PUTZ,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
2929,SNAT,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0
174,ATLA,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
3162,TEEH,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
2470,PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2471,PERC,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
1491,HOPK,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1461,HMST,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
1490,HOP,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
1742,KAYO,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1269,GALT,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
97,AMEB,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
3095,SURF,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
1744,KEAN,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
1470,HOLI,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
3096,SURP,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
1749,KECU,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
2953,SPART,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
2474,PERM,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
3724,WLKR,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
1755,KEMP,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
1449,HILD,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
1442,HIBT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
3717,WKMA,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
2475,PERO,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
1431,HEND,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
3113,SWARTZ,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
1427,HEIT,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
1477,HOLZ,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
1654,JDH,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
1268,GALLY,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
384,BROC,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
361,BRCKT,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
