,INSP_UNIT_MAKE,0,1,2,3,4,5,6,7,total_count
1447,HILB,1.0,2.0,1.0,11.0,0.0,9.0,3.0,0.0,26.0
2479,PETER,1.0,7.0,4.0,3.0,0.0,2.0,7.0,3.0,26.0
780,CUST,0.0,4.0,2.0,8.0,5.0,3.0,4.0,0.0,26.0
389,BROT,1.0,2.0,0.0,4.0,1.0,11.0,3.0,5.0,26.0
2505,PITM,1.0,4.0,4.0,6.0,1.0,5.0,1.0,5.0,26.0
3080,SUPER,2.0,6.0,1.0,9.0,4.0,1.0,4.0,1.0,26.0
1170,FORE,4.0,1.0,1.0,8.0,0.0,6.0,5.0,5.0,26.0
1219,FRIE,2.0,3.0,0.0,6.0,1.0,4.0,5.0,7.0,26.0
215,BANDI,4.0,3.0,4.0,7.0,2.0,3.0,4.0,3.0,26.0
576,CHEVY,4.0,1.0,2.0,8.0,2.0,7.0,3.0,2.0,25.0
3267,TORI,0.0,0.0,3.0,13.0,0.0,2.0,0.0,7.0,25.0
2015,MAC,2.0,2.0,2.0,9.0,4.0,2.0,4.0,2.0,25.0
1558,INDI,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,25.0
54,ALCO,19.0,14.0,0.0,1.0,0.0,0.0,2.0,8.0,25.0
847,DESP,6.0,8.0,1.0,1.0,2.0,1.0,7.0,5.0,25.0
375,BRIM,2.0,1.0,1.0,8.0,0.0,6.0,3.0,6.0,25.0
907,DONU,1.0,1.0,2.0,6.0,1.0,8.0,4.0,2.0,24.0
2325,NOVAE,0.0,1.0,0.0,16.0,0.0,7.0,0.0,0.0,24.0
423,BWIS,0.0,1.0,0.0,8.0,0.0,4.0,4.0,7.0,24.0
2243,MTCI,8.0,7.0,1.0,3.0,3.0,2.0,6.0,2.0,24.0
1829,KURM,2.0,2.0,1.0,9.0,1.0,2.0,3.0,5.0,23.0
1846,LAKE,2.0,3.0,3.0,0.0,2.0,6.0,3.0,6.0,23.0
903,DOEP,6.0,5.0,0.0,1.0,0.0,5.0,2.0,10.0,23.0
409,BUCN,0.0,1.0,3.0,9.0,0.0,3.0,2.0,5.0,23.0
234,BBTM,2.0,0.0,0.0,12.0,1.0,7.0,1.0,1.0,22.0
2049,MANT,0.0,3.0,4.0,2.0,3.0,3.0,1.0,6.0,22.0
2037,MAGT,1.0,5.0,0.0,7.0,3.0,3.0,4.0,0.0,22.0
1773,KEYS,3.0,0.0,2.0,9.0,4.0,2.0,0.0,5.0,22.0
874,DION,2.0,7.0,2.0,1.0,4.0,2.0,2.0,4.0,22.0
3133,TAKE3,3.0,0.0,1.0,8.0,3.0,4.0,1.0,5.0,22.0
2773,ROADC,1.0,0.0,1.0,9.0,1.0,7.0,1.0,3.0,22.0
2794,ROGR,0.0,5.0,0.0,2.0,3.0,6.0,6.0,0.0,22.0
1717,KARA,0.0,0.0,0.0,8.0,2.0,6.0,4.0,1.0,21.0
1971,LODE,2.0,0.0,2.0,6.0,2.0,5.0,3.0,3.0,21.0
3427,TTTR,2.0,8.0,3.0,4.0,2.0,2.0,0.0,2.0,21.0
2390,P J,1.0,0.0,3.0,5.0,1.0,6.0,0.0,6.0,21.0
2778,ROAF,0.0,2.0,0.0,8.0,3.0,3.0,3.0,2.0,21.0
300,BIGTE,3.0,2.0,3.0,5.0,5.0,4.0,0.0,2.0,21.0
511,CARR,1.0,0.0,1.0,10.0,1.0,5.0,0.0,4.0,21.0
607,CLAR,0.0,5.0,2.0,7.0,0.0,5.0,1.0,1.0,21.0
1646,JAY,0.0,0.0,1.0,8.0,0.0,5.0,0.0,7.0,21.0
3480,UNIE,0.0,1.0,0.0,10.0,0.0,5.0,2.0,3.0,21.0
968,EAGE,0.0,6.0,4.0,3.0,2.0,4.0,1.0,1.0,21.0
2143,MICKE,2.0,6.0,1.0,6.0,2.0,1.0,3.0,2.0,21.0
3123,TACO,6.0,0.0,0.0,12.0,0.0,3.0,4.0,1.0,20.0
257,BELMO,3.0,0.0,0.0,11.0,0.0,5.0,1.0,3.0,20.0
3256,TOP H,1.0,0.0,1.0,8.0,0.0,5.0,1.0,5.0,20.0
514,CARS,2.0,0.0,1.0,9.0,1.0,3.0,5.0,1.0,20.0
926,DRAGO,4.0,16.0,1.0,0.0,0.0,0.0,3.0,0.0,20.0
3561,VIKI,0.0,4.0,1.0,2.0,1.0,8.0,3.0,1.0,20.0
2448,PBT,2.0,4.0,1.0,1.0,1.0,3.0,3.0,7.0,20.0
339,BOER,0.0,12.0,0.0,2.0,2.0,2.0,2.0,0.0,20.0
2578,PROT,2.0,1.0,0.0,8.0,2.0,4.0,3.0,2.0,20.0
3207,TIGE,1.0,1.0,0.0,7.0,0.0,8.0,2.0,2.0,20.0
2391,P J T,1.0,2.0,1.0,8.0,0.0,4.0,0.0,5.0,20.0
132,APAE,1.0,1.0,1.0,6.0,4.0,4.0,1.0,3.0,20.0
223,BARRER,0.0,1.0,7.0,2.0,5.0,0.0,2.0,3.0,20.0
185,AUTC,3.0,3.0,0.0,5.0,6.0,3.0,2.0,0.0,19.0
672,CONTR,2.0,0.0,1.0,8.0,0.0,2.0,5.0,3.0,19.0
2921,SKYL,4.0,1.0,0.0,9.0,1.0,5.0,2.0,1.0,19.0
3484,UNIT,2.0,0.0,1.0,6.0,1.0,3.0,3.0,5.0,19.0
1610,ISUZ,0.0,2.0,1.0,9.0,0.0,1.0,2.0,4.0,19.0
3091,SURE-,7.0,1.0,0.0,10.0,0.0,5.0,1.0,2.0,19.0
2994,STE,0.0,5.0,2.0,5.0,0.0,2.0,3.0,2.0,19.0
2928,SNAKE,3.0,0.0,2.0,4.0,3.0,6.0,3.0,1.0,19.0
153,ARMC,0.0,4.0,0.0,2.0,1.0,1.0,3.0,8.0,19.0
3429,TUFB,0.0,16.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0
1232,FRTL,8.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,19.0
1517,HULL,3.0,0.0,1.0,5.0,2.0,3.0,2.0,6.0,19.0
1465,HOBB,5.0,12.0,1.0,0.0,0.0,2.0,3.0,1.0,19.0
121,ANDE,0.0,4.0,0.0,6.0,1.0,3.0,5.0,0.0,19.0
2710,REITN,0.0,5.0,0.0,2.0,1.0,4.0,2.0,4.0,18.0
1361,GRLK,3.0,4.0,0.0,3.0,2.0,2.0,2.0,5.0,18.0
1727,KAU,3.0,0.0,4.0,3.0,3.0,1.0,4.0,3.0,18.0
62,ALLC,2.0,12.0,0.0,0.0,0.0,1.0,3.0,2.0,18.0
3547,VANT,0.0,10.0,2.0,3.0,0.0,0.0,1.0,2.0,18.0
504,CARM,3.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,18.0
1947,LNST,0.0,0.0,1.0,11.0,1.0,2.0,0.0,3.0,18.0
1983,LONE,4.0,0.0,0.0,5.0,1.0,6.0,3.0,3.0,18.0
3752,WSTS,6.0,7.0,2.0,0.0,1.0,0.0,1.0,7.0,18.0
3185,TEXL,1.0,1.0,0.0,7.0,1.0,3.0,3.0,3.0,18.0
2034,MAGN,1.0,3.0,2.0,7.0,0.0,1.0,2.0,3.0,18.0
3124,TACR,2.0,1.0,0.0,7.0,2.0,2.0,1.0,5.0,18.0
2215,MONW,0.0,0.0,3.0,4.0,3.0,1.0,2.0,5.0,18.0
1982,LONB,1.0,0.0,0.0,8.0,1.0,5.0,0.0,4.0,18.0
3542,VANGU,2.0,6.0,0.0,6.0,2.0,0.0,2.0,2.0,18.0
920,DOWE,0.0,0.0,0.0,13.0,2.0,2.0,0.0,1.0,18.0
2566,PRKA,1.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,17.0
2507,PITTS,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,17.0
1902,LEGEN,0.0,0.0,0.0,11.0,0.0,2.0,2.0,2.0,17.0
1912,LGND,1.0,0.0,0.0,8.0,3.0,4.0,1.0,1.0,17.0
3046,STTT,1.0,2.0,1.0,4.0,0.0,3.0,0.0,7.0,17.0
1580,INTC,2.0,6.0,1.0,3.0,1.0,3.0,2.0,1.0,17.0
2259,MURT,0.0,3.0,5.0,1.0,0.0,7.0,0.0,1.0,17.0
2128,MERZ,1.0,2.0,0.0,6.0,1.0,1.0,2.0,5.0,17.0
3537,VANA,4.0,5.0,1.0,0.0,1.0,0.0,5.0,5.0,17.0
921,DOWN,1.0,0.0,0.0,6.0,0.0,6.0,3.0,2.0,17.0
3078,SUNW,0.0,0.0,4.0,3.0,1.0,5.0,1.0,3.0,17.0
2005,LUCON,0.0,1.0,2.0,6.0,0.0,4.0,3.0,1.0,17.0
1383,HAIR,2.0,0.0,0.0,12.0,0.0,2.0,1.0,2.0,17.0
975,EASE,2.0,5.0,4.0,1.0,1.0,3.0,0.0,3.0,17.0
1041,EVAN,0.0,5.0,3.0,1.0,1.0,0.0,7.0,0.0,17.0
2846,SAIC,0.0,2.0,0.0,1.0,0.0,9.0,2.0,3.0,17.0
1480,HOME,0.0,1.0,0.0,6.0,0.0,1.0,7.0,2.0,17.0
1772,KEYO,3.0,1.0,0.0,5.0,2.0,3.0,1.0,5.0,17.0
1800,KNTI,7.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,17.0
497,CARE,0.0,0.0,2.0,7.0,0.0,5.0,2.0,1.0,17.0
2764,RMWC,2.0,4.0,2.0,3.0,0.0,0.0,2.0,5.0,16.0
1730,KAUFF,1.0,0.0,1.0,10.0,0.0,3.0,0.0,2.0,16.0
2997,STEC,1.0,0.0,4.0,0.0,0.0,1.0,9.0,2.0,16.0
2825,RSI,1.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0
1201,FREED,4.0,0.0,3.0,9.0,2.0,1.0,1.0,0.0,16.0
3452,TXPR,3.0,2.0,1.0,1.0,0.0,5.0,4.0,3.0,16.0
538,CBUT,0.0,0.0,0.0,5.0,1.0,6.0,3.0,1.0,16.0
3138,TAKY,3.0,0.0,0.0,2.0,0.0,5.0,4.0,5.0,16.0
81,ALTE,0.0,2.0,0.0,11.0,1.0,1.0,1.0,0.0,16.0
2931,SNCT,0.0,5.0,2.0,3.0,0.0,2.0,0.0,4.0,16.0
3705,WINI,2.0,2.0,1.0,5.0,1.0,5.0,0.0,2.0,16.0
1351,GREAT,1.0,3.0,1.0,0.0,0.0,4.0,2.0,6.0,16.0
3763,WW,1.0,0.0,0.0,7.0,1.0,5.0,1.0,2.0,16.0
1782,KIEF,2.0,1.0,1.0,5.0,0.0,3.0,3.0,3.0,16.0
2899,SHIP,4.0,0.0,0.0,7.0,0.0,4.0,1.0,4.0,16.0
900,DODE,2.0,1.0,3.0,5.0,1.0,1.0,4.0,1.0,16.0
1874,LAWR,0.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,16.0
1282,GATOR,2.0,0.0,1.0,5.0,0.0,5.0,2.0,3.0,16.0
499,CARGO,1.0,0.0,0.0,10.0,0.0,1.0,5.0,0.0,16.0
1564,INFI,3.0,0.0,2.0,4.0,3.0,4.0,2.0,1.0,16.0
376,BRIMA,3.0,1.0,0.0,9.0,0.0,5.0,1.0,0.0,16.0
2668,RAW,1.0,3.0,0.0,4.0,5.0,3.0,0.0,1.0,16.0
2123,MERI,1.0,2.0,1.0,3.0,0.0,4.0,2.0,3.0,15.0
711,COWY,2.0,3.0,0.0,1.0,2.0,1.0,2.0,6.0,15.0
896,DNAIR,2.0,5.0,0.0,1.0,0.0,5.0,2.0,2.0,15.0
668,CONS,0.0,6.0,0.0,0.0,2.0,0.0,7.0,0.0,15.0
1475,HOLR,3.0,1.0,1.0,4.0,0.0,6.0,0.0,3.0,15.0
3009,STERL,0.0,5.0,0.0,1.0,3.0,3.0,1.0,2.0,15.0
2555,PREC,4.0,1.0,2.0,4.0,0.0,3.0,3.0,2.0,15.0
834,DELN,0.0,5.0,1.0,1.0,0.0,2.0,2.0,4.0,15.0
2995,STEA,0.0,0.0,1.0,6.0,1.0,3.0,2.0,2.0,15.0
1791,KLI,4.0,1.0,2.0,7.0,2.0,2.0,0.0,1.0,15.0
1528,HYLN,1.0,2.0,1.0,1.0,0.0,0.0,2.0,9.0,15.0
2210,MONO,0.0,5.0,1.0,2.0,1.0,0.0,3.0,3.0,15.0
2939,SNTR,0.0,8.0,1.0,1.0,3.0,0.0,1.0,1.0,15.0
3425,TTSI,2.0,2.0,3.0,1.0,1.0,8.0,0.0,0.0,15.0
2763,RMPT,0.0,1.0,0.0,4.0,2.0,5.0,1.0,2.0,15.0
3432,TUFF,0.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0
2918,SKMD,0.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,15.0
828,DELC,1.0,0.0,2.0,5.0,0.0,4.0,2.0,2.0,15.0
2062,MAST,0.0,0.0,2.0,6.0,0.0,5.0,2.0,0.0,15.0
2963,SPPR,2.0,6.0,0.0,7.0,1.0,0.0,1.0,0.0,15.0
539,CCC,4.0,2.0,2.0,0.0,2.0,2.0,1.0,5.0,14.0
2702,REID,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,14.0
513,CARRY,1.0,0.0,0.0,8.0,0.0,4.0,2.0,0.0,14.0
644,COIN,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,14.0
498,CARG,2.0,0.0,0.0,7.0,0.0,2.0,3.0,2.0,14.0
827,DELAGA,0.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0,14.0
1852,LAMR,0.0,1.0,0.0,3.0,0.0,6.0,1.0,3.0,14.0
1213,FRGHT,2.0,0.0,0.0,4.0,0.0,3.0,1.0,6.0,14.0
1836,KWMH,2.0,1.0,3.0,2.0,0.0,3.0,0.0,5.0,14.0
3326,TRCC,0.0,2.0,0.0,2.0,1.0,4.0,4.0,1.0,14.0
2934,SNLT,0.0,5.0,0.0,2.0,2.0,3.0,1.0,1.0,14.0
3142,TANK,0.0,4.0,1.0,2.0,0.0,0.0,2.0,5.0,14.0
1404,HAUL,1.0,0.0,0.0,5.0,0.0,3.0,5.0,1.0,14.0
1768,KERR-,5.0,0.0,0.0,4.0,0.0,7.0,1.0,2.0,14.0
845,DENAI,0.0,5.0,1.0,0.0,0.0,1.0,3.0,4.0,14.0
2519,PJT,1.0,0.0,1.0,6.0,0.0,2.0,0.0,5.0,14.0
1594,INTW,0.0,0.0,0.0,4.0,2.0,0.0,7.0,1.0,14.0
3073,SUNR,0.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,13.0
555,CHAH,2.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,13.0
1608,ISLA,0.0,0.0,3.0,4.0,0.0,1.0,4.0,1.0,13.0
1804,KODI,0.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,13.0
166,ASPE,0.0,1.0,2.0,2.0,0.0,2.0,1.0,5.0,13.0
1604,IRON,1.0,1.0,0.0,4.0,1.0,5.0,1.0,1.0,13.0
1795,KMMC,2.0,0.0,1.0,6.0,2.0,3.0,1.0,0.0,13.0
155,ARMO,0.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,13.0
1737,KAUS,6.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,13.0
1691,JROD,0.0,1.0,3.0,5.0,1.0,2.0,1.0,0.0,13.0
2704,REIN,0.0,7.0,0.0,2.0,1.0,1.0,1.0,1.0,13.0
2949,SOUT,0.0,2.0,0.0,0.0,1.0,1.0,8.0,1.0,13.0
1469,HOLE,2.0,0.0,0.0,4.0,1.0,6.0,2.0,0.0,13.0
3093,SURET,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,13.0
1229,FRRV,1.0,3.0,1.0,4.0,1.0,0.0,3.0,1.0,13.0
3263,TOPK,0.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,13.0
899,DODD,0.0,0.0,2.0,4.0,4.0,2.0,1.0,0.0,13.0
3576,VNTC,2.0,5.0,3.0,0.0,0.0,0.0,2.0,3.0,13.0
2095,MCCL,1.0,1.0,0.0,7.0,2.0,1.0,2.0,0.0,13.0
3366,TRLMO,0.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,13.0
2140,MICA,3.0,4.0,1.0,1.0,4.0,0.0,2.0,1.0,13.0
369,BRI-M,0.0,0.0,0.0,7.0,1.0,2.0,1.0,2.0,13.0
2163,MILL,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,13.0
2805,ROLS,1.0,1.0,0.0,6.0,0.0,4.0,2.0,0.0,13.0
931,DRES,0.0,0.0,2.0,6.0,2.0,2.0,1.0,0.0,13.0
714,COZA,1.0,0.0,1.0,0.0,6.0,3.0,0.0,3.0,13.0
637,CNST,0.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,13.0
692,COT,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,13.0
1901,LEGE,1.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0
245,BECK,2.0,1.0,2.0,5.0,0.0,2.0,2.0,1.0,13.0
838,DELS,0.0,0.0,2.0,3.0,0.0,4.0,2.0,2.0,13.0
713,COYO,0.0,0.0,0.0,8.0,0.0,2.0,1.0,1.0,12.0
3453,TXPRD,0.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,12.0
1699,K W,0.0,1.0,0.0,3.0,0.0,1.0,5.0,2.0,12.0
2271,NABO,1.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,12.0
3469,UHAU,3.0,0.0,3.0,6.0,0.0,0.0,2.0,1.0,12.0
3060,SUN,0.0,0.0,1.0,0.0,2.0,6.0,1.0,2.0,12.0
1669,JETS,0.0,3.0,0.0,2.0,0.0,3.0,2.0,2.0,12.0
574,CHEVR,0.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,12.0
3492,UNKNOWN,0.0,0.0,1.0,4.0,0.0,1.0,1.0,5.0,12.0
3393,TRRI,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,12.0
612,CLEG,0.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,12.0
1411,HAWK,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,12.0
652,COME,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0
1373,GTOR,0.0,0.0,1.0,1.0,0.0,7.0,1.0,2.0,12.0
2031,MAGC,0.0,0.0,3.0,6.0,0.0,0.0,1.0,2.0,12.0
1031,ESMC,1.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,12.0
1803,KNWT,1.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,12.0
3166,TEPE,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,12.0
2189,MNRO,0.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,12.0
2906,SHTR,3.0,2.0,0.0,7.0,0.0,2.0,1.0,0.0,12.0
2900,SHIPS,1.0,1.0,0.0,1.0,0.0,4.0,5.0,1.0,12.0
2740,RICE,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,12.0
2549,PRAR,0.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,12.0
2525,PJTRL,6.0,2.0,3.0,1.0,1.0,5.0,0.0,0.0,12.0
46,AGTR,0.0,0.0,0.0,6.0,1.0,2.0,2.0,1.0,12.0
517,CART,0.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0,12.0
128,ANDS,2.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,12.0
2588,PTB,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,12.0
2599,PTWLD,1.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0
358,BRAY,0.0,0.0,0.0,5.0,2.0,1.0,0.0,4.0,12.0
3654,WESC,3.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,12.0
3663,WESTE,0.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,12.0
3659,WESL,0.0,6.0,1.0,0.0,0.0,0.0,2.0,3.0,12.0
2551,PRATT,0.0,4.0,0.0,1.0,2.0,4.0,1.0,0.0,12.0
529,CATM,1.0,6.0,0.0,0.0,4.0,1.0,0.0,1.0,12.0
2814,ROUGE,4.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0
3339,TRIB,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,11.0
2260,MUSG,0.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,11.0
382,BRMR,0.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,11.0
457,CALCR,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,11.0
3277,TOWM,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,11.0
2023,MACL,1.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,11.0
3527,VACT,0.0,0.0,1.0,6.0,0.0,3.0,0.0,1.0,11.0
3098,SURT,0.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,11.0
1257,GALB,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,11.0
2864,SCAN,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,11.0
1481,HOMES,2.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,11.0
1990,LONT,0.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,11.0
601,CIRD,0.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,11.0
102,AMERI,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,11.0
2662,RANL,1.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0
52,AJAX,1.0,3.0,0.0,2.0,4.0,0.0,1.0,1.0,11.0
433,BYMW,1.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,11.0
761,CTL,0.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,11.0
632,CMSU,0.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,11.0
1452,HIN,0.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,11.0
2619,QUAY,1.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,11.0
2629,RADC,2.0,2.0,1.0,3.0,0.0,4.0,0.0,1.0,11.0
2796,ROGUE,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0
3203,TIBR,1.0,0.0,0.0,2.0,4.0,0.0,2.0,3.0,11.0
2969,SRT,4.0,0.0,0.0,5.0,0.0,2.0,1.0,3.0,11.0
3183,TEXASPRIDE,0.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,11.0
2372,OT,2.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,11.0
3129,TAK,1.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,11.0
1960,LOADT,2.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,11.0
3347,TRIP,2.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0
2719,RELT,0.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,11.0
2513,PJ TRAILER,0.0,1.0,0.0,1.0,0.0,6.0,1.0,2.0,11.0
833,DELM,0.0,1.0,0.0,4.0,1.0,1.0,0.0,4.0,11.0
67,ALLN,4.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,11.0
368,BRI M,1.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,10.0
233,BBCB,0.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,10.0
3426,TTTI,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,10.0
2341,NUVAN,0.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,10.0
294,BIGB,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,10.0
288,BIG,1.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,10.0
1746,KEARN,2.0,1.0,0.0,6.0,0.0,1.0,0.0,2.0,10.0
2118,MDTR,1.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,10.0
1880,LCRT,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,10.0
2690,REA,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,10.0
3026,STPH,1.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,10.0
2228,MOTR,4.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,10.0
1073,FABO,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,10.0
1716,KANH,1.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,10.0
3108,SVCC,1.0,3.0,0.0,1.0,0.0,4.0,2.0,0.0,10.0
3240,TNSC,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,10.0
292,BIG T,1.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,10.0
2087,MAXX,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0
837,DELR,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,10.0
2168,MIRAG,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,10.0
1145,FLEN,0.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,10.0
2261,MUVA,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,10.0
3514,UTIM,4.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,10.0
3405,TRUT,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,10.0
3513,UTILI,0.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,10.0
1996,LOWB,0.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,10.0
683,CORH,0.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,10.0
2609,QLTY,3.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,10.0
1849,LAMA,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,10.0
1488,HOOP,0.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,10.0
2018,MACC,1.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,10.0
693,COTC,0.0,0.0,2.0,5.0,0.0,0.0,2.0,1.0,10.0
3776,XPLO,0.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,10.0
1294,GEM,1.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,10.0
588,CHTH,1.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0
707,COUI,5.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,10.0
695,COTL,0.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,10.0
265,BENL,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,10.0
2706,REISE,0.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,10.0
169,ASPT,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,10.0
2786,ROCE,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,10.0
1570,INHA,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,9.0
1970,LODC,4.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,9.0
2180,MLBL,2.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,9.0
122,ANDER,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,9.0
993,ECON,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,9.0
2517,PJMFG,1.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,9.0
705,COTTRELL,1.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,9.0
1436,HFTY,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,9.0
3768,XCEL,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,9.0
461,CALT,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0
2188,MNRC,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,9.0
3294,TRAC,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,9.0
3327,TRCF,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,9.0
